Symbol	Count_DE	Proportion_DE_measured	Proportion_DE_all	Count_NA	GoF_down	GoF_up	LoF_down	LoF_up	Avg_abs_FC	FC_purity	FC_signed_purity	DE_prior_rank	Mean_bind	Proportion_binary	Curated_target	Rank_binding	Rank_perturbation	Rank_integrated
Evc	1	0.125	0.1	2	0	1	3	4	0.32163	0.625	-0.625	0.690626408292023	0.0238141376345922	0	FALSE	4468	10937	12156
Tanc2	1	0.111	0.1	1	0	0	3	6	0.321622222222222	0.666666666666667	-0.666666666666667	0.63694857543438	0.0238141376345922	0	FALSE	4468	10938	12157
Stard6	1	0.1	0.1	0	0	1	5	4	0.321495	0.6	0.6	0.44860047068249	0.0238141376345922	0	FALSE	4468	10939	12158
1810062G17Rik	0	0	0	4	0	1	2	3	0.224381666666667	0.666666666666667	-0.666666666666667	0.412498122277302	0.13964863769136	0	FALSE	3093	15802	12159
Rnf135	1	0.1	0.1	0	1	0	4	5	0.321108	0.6	0.6	0.459666516448851	0.0238141376345922	0	FALSE	4468	10941	12160
Arhgap45	0	0	0	0	0	1	6	3	0.348549	0.7	0.7	0.832081518201392	0.135865917682311	0	FALSE	3221	15179	12161
Lama1	1	0.125	0.1	2	0	1	3	4	0.32084375	0.625	-0.625	0.828601472134595	0.0238141376345922	0	FALSE	4468	10943	12162
Cntnap2	1	0.125	0.1	2	0	1	6	1	0.31955	0.875	0.875	0.933954233638776	0.0238141376345922	0	FALSE	4468	10948	12163
Slitrk6	1	0.125	0.1	2	0	1	1	6	0.3194525	0.875	-0.875	0.85346252065495	0.0238141376345922	0	FALSE	4468	10949	12164
Tnnt1	1	0.1	0.1	0	1	0	4	5	0.31892	0.6	0.6	0.951229282459566	0.0238141376345922	0	FALSE	4468	10950	12165
Rfc5	1	0.1	0.1	0	0	1	6	3	0.318406	0.7	0.7	0.651770066596565	0.0238141376345922	0	FALSE	4468	10954	12166
AI429214	1	0.1	0.1	0	0	1	5	4	0.31838	0.6	0.6	0.222773020880276	0.0238141376345922	0	FALSE	4468	10955	12167
2010315B03Rik	1	0.1	0.1	0	1	0	8	1	0.3182576	0.9	-0.9	0.725151469630965	0.0238141376345922	0	FALSE	4468	10956	12168
Slc18a2	1	0.1	0.1	0	1	0	6	3	0.3169599	0.7	-0.7	0.878223423964749	0.0238141376345922	0	FALSE	4468	10957	12169
Nr2f2	1	0.125	0.1	2	0	1	4	3	0.3166525	0.625	0.625	0.901256822392469	0.0238141376345922	0	FALSE	4468	10958	12170
Dok2	1	0.1	0.1	0	1	0	5	4	0.316467	0.6	-0.6	0.747583996795353	0.0238141376345922	0	FALSE	4468	10959	12171
Sall4	0	0	0	3	0	1	2	4	0.654741428571429	0.714285714285714	-0.714285714285714	0.816008211907266	0.128611789783426	0	FALSE	3503	13979	12172
Nudt7	1	0.1	0.1	0	1	0	6	3	0.316448	0.7	-0.7	0.762430524260177	0.0238141376345922	0	FALSE	4468	10960	12173
Mast4	1	0.1	0.1	0	1	0	5	4	0.316117	0.6	-0.6	0.526738771218267	0.0238141376345922	0	FALSE	4468	10961	12174
Mkx	1	0.1	0.1	0	1	0	3	6	0.315914	0.7	0.7	0.745130439136748	0.0238141376345922	0	FALSE	4468	10962	12175
Gabra4	1	0.125	0.1	2	0	1	3	4	0.315475	0.625	-0.625	0.801161684442442	0.0238141376345922	0	FALSE	4468	10963	12176
Arap3	1	0.1	0.1	0	1	0	2	7	0.237906	0.8	0.8	0.784287216463873	0.111778341758652	0	FALSE	4278	11450	12177
Rec114	1	0.1	0.1	0	0	1	6	3	0.315276	0.7	0.7	0.687396725251615	0.0238141376345922	0	FALSE	4468	10965	12178
B3gnt2	1	0.1	0.1	0	0	1	3	6	0.315235	0.7	-0.7	0.560738070201793	0.0238141376345922	0	FALSE	4468	10966	12179
Zfp111	1	0.1	0.1	0	0	1	5	4	0.314863	0.6	0.6	0.307195433378399	0.0238141376345922	0	FALSE	4468	10968	12180
Pole2	1	0.1	0.1	0	1	0	5	4	0.3144974	0.6	-0.6	0.721120624906114	0.0238141376345922	0	FALSE	4468	10969	12181
Spag1	1	0.1	0.1	0	0	1	7	2	0.314285	0.8	0.8	0.511166190976917	0.0238141376345922	0	FALSE	4468	10970	12182
Pemt	1	0.1	0.1	0	1	0	6	3	0.3141445	0.7	-0.7	0.466200991437584	0.0238141376345922	0	FALSE	4468	10971	12183
4930519G04Rik	1	0.5	0.1	8	1	0	0	1	0.31385	1	1	0.0496970607380702	0.0238141376345922	0	FALSE	4468	10972	12184
Smpd5	1	0.125	0.1	2	0	0	2	6	0.313739875	0.75	-0.75	0.560562816083321	0.0238141376345922	0	FALSE	4468	10973	12185
Rnft1	1	0.1	0.1	0	1	0	6	3	0.1892824	0.7	-0.7	0.230484202093035	0.115814206435707	0	FALSE	4111	11927	12186
Ubl4b	1	0.5	0.1	8	1	0	1	0	0.31355	1	-1	0.130138701116619	0.0238141376345922	0	FALSE	4468	10975	12187
Mettl15	1	0.1	0.1	0	0	1	5	4	0.313476	0.6	0.6	0.11434079415152	0.0238141376345922	0	FALSE	4468	10976	12188
Zfp39	1	0.1	0.1	0	0	1	6	3	0.313192	0.7	0.7	0.487156376746282	0.0238141376345922	0	FALSE	4468	10977	12189
Fgf10	1	0.111	0.1	1	0	1	1	7	0.31307	0.888888888888889	-0.888888888888889	0.814931650893796	0.0238141376345922	0	FALSE	4468	10979	12190
Srrm4	1	0.143	0.1	3	1	0	2	4	0.312895714285714	0.714285714285714	0.714285714285714	0.860948375143959	0.0238141376345922	0	FALSE	4468	10980	12191
Htatip2	1	0.111	0.1	1	0	1	3	5	0.312295555555556	0.666666666666667	-0.666666666666667	0.843623253717891	0.0238141376345922	0	FALSE	4468	10983	12192
Mttp	1	0.1	0.1	0	0	1	5	4	0.312115	0.6	0.6	0.663912673376396	0.0238141376345922	0	FALSE	4468	10984	12193
Btbd11	1	0.1	0.1	0	1	0	6	3	0.311613	0.7	-0.7	0.8579440188273	0.0238141376345922	0	FALSE	4468	10987	12194
Piwil2	1	0.1	0.1	0	0	1	6	3	0.311605	0.7	0.7	0.810975915076861	0.0238141376345922	0	FALSE	4468	10988	12195
Fbxo17	1	0.111	0.1	1	0	1	4	4	0.311578888888889	0.555555555555556	-0.555555555555556	0.544664763907666	0.0238141376345922	0	FALSE	4468	10989	12196
Hat1	1	0.1	0.1	0	1	0	5	4	0.311486	0.6	-0.6	0.550798658054179	0.0238141376345922	0	FALSE	4468	10990	12197
H2-M5	1	0.125	0.1	2	0	0	4	4	0.31118875	0.5	-0.5	0.506259075659707	0.0238141376345922	0	FALSE	4468	10991	12198
Icam4	0	0	0	0	0	1	7	2	0.496745	0.8	0.8	0.722873166090832	0.131522895689644	0	FALSE	3383	14517	12199
Fam228b	1	0.111	0.1	1	0	1	5	3	0.310774444444444	0.666666666666667	0.666666666666667	0.368258975514496	0.0238141376345922	0	FALSE	4468	10992	12200
Rbpms	1	0.1	0.1	0	1	0	4	5	0.310739	0.6	0.6	0.809173301286866	0.0238141376345922	0	FALSE	4468	10993	12201
Shc4	1	0.1	0.1	0	1	0	6	3	0.310078	0.7	-0.7	0.669871313404436	0.0238141376345922	0	FALSE	4468	10994	12202
Nxph2	1	0.143	0.1	3	1	0	1	5	0.309928571428571	0.857142857142857	0.857142857142857	0.816083320815182	0.0238141376345922	0	FALSE	4468	10996	12203
Arsj	1	0.143	0.1	3	1	0	5	1	0.309847571428571	0.857142857142857	-0.857142857142857	0.769390616393771	0.0238141376345922	0	FALSE	4468	10997	12204
Col4a5	1	0.1	0.1	0	1	0	4	5	0.309766	0.6	0.6	0.906339191828151	0.0238141376345922	0	FALSE	4468	10998	12205
Prss44	1	0.5	0.1	8	0	1	0	1	0.180095	1	-1	0.121926793851084	0.116418517940787	0	FALSE	4082	12039	12206
Gpr160	1	0.1	0.1	0	0	1	6	3	0.309585	0.7	0.7	0.779480246357218	0.0238141376345922	0	FALSE	4468	10999	12207
Shld3	1	0.125	0.1	2	0	0	3	5	0.30925375	0.625	-0.625	0.498773221170698	0.0238141376345922	0	FALSE	4468	11001	12208
Tarm1	1	0.25	0.1	6	0	1	2	1	0.309245	0.75	0.75	0.888538380651945	0.0238141376345922	0	FALSE	4468	11002	12209
Leap2	0	0	0	6	1	0	2	1	0.1256525	0.75	-0.75	0.512117570477192	0.142986993682315	0	FALSE	2976	16519	12210
Pon3	1	0.1	0.1	0	1	0	4	5	0.308002	0.6	0.6	0.864453457513394	0.0238141376345922	0	FALSE	4468	11005	12211
Serpina3b	1	0.5	0.1	8	0	1	1	0	0.3079	1	1	0.52921736517951	0.0238141376345922	0	FALSE	4468	11006	12212
Safb2	1	0.1	0.1	0	1	0	5	4	0.1970102	0.6	-0.6	0.29607931500676	0.114973015009632	0	FALSE	4151	11847	12213
Ror1	1	0.125	0.1	2	1	0	1	6	0.30783	0.875	0.875	0.8843823544139	0.0238141376345922	0	FALSE	4468	11007	12214
Runx2	1	0.1	0.1	0	1	0	5	4	0.307813	0.6	-0.6	0.936708226929047	0.0238141376345922	0	FALSE	4468	11008	12215
Vamp5	1	0.1	0.1	0	1	0	5	4	0.307146	0.6	-0.6	0.795603625256622	0.0238141376345922	0	FALSE	4468	11010	12216
Ppm1k	1	0.1	0.1	0	0	1	6	3	0.306972	0.7	0.7	0.507761253818036	0.0238141376345922	0	FALSE	4468	11011	12217
Tbc1d2	1	0.1	0.1	0	1	0	1	8	0.306647	0.9	0.9	0.623879625456913	0.0238141376345922	0	FALSE	4468	11013	12218
Setd6	1	0.111	0.1	1	0	0	8	1	0.306397777777778	0.888888888888889	0.888888888888889	0.282384457463322	0.0238141376345922	0	FALSE	4468	11014	12219
Nova2	1	0.1	0.1	0	0	1	3	6	0.3063518	0.7	-0.7	0.499949927394722	0.0238141376345922	0	FALSE	4468	11015	12220
Krtap15	0	0	0	7	1	0	0	2	1.32769	1	1	0.314055380301437	0.125131662100788	0	FALSE	3661	13445	12221
Echdc1	1	0.1	0.1	0	0	1	5	4	0.3060058005	0.6	0.6	0.38693605728306	0.0238141376345922	0	FALSE	4468	11017	12222
Tigit	1	0.125	0.1	2	0	0	4	4	0.3059025	0.5	-0.5	0.814981723499074	0.0238141376345922	0	FALSE	4468	11019	12223
Trim6	1	0.111	0.1	1	0	1	3	5	0.305865	0.666666666666667	-0.666666666666667	0.733012868659556	0.0238141376345922	0	FALSE	4468	11020	12224
Cyb5rl	1	0.1	0.1	0	0	1	5	4	0.30572	0.6	0.6	0.158079214861549	0.0238141376345922	0	FALSE	4468	11021	12225
Tssk4	1	0.1	0.1	0	0	1	5	4	0.305569	0.6	0.6	0.209929397626559	0.0238141376345922	0	FALSE	4468	11022	12226
Tent5c	1	0.1	0.1	0	1	0	3	6	0.3053257	0.7	0.7	0.871964348305042	0.0238141376345922	0	FALSE	4468	11023	12227
Acot6	0	0	0	2	0	0	5	3	0.349305	0.625	0.625	0.566221020479696	0.135155851870643	0	FALSE	3246	15174	12228
Slc35a2	1	0.1	0.1	0	0	1	1	8	0.3051508	0.9	-0.9	0.286114866556507	0.0238141376345922	0	FALSE	4468	11024	12229
Gm12500	0	0	0	1	0	0	5	4	0.371556666666667	0.555555555555556	0.555555555555556	0.460642932251765	0.134551649972789	0	FALSE	3267	15077	12230
Syce1	1	0.25	0.1	6	0	1	1	2	0.305125	0.75	-0.75	0.84918131290371	0.0238141376345922	0	FALSE	4468	11025	12231
Cdc7	1	0.1	0.1	0	0	1	7	2	0.3047357	0.8	0.8	0.695658705122428	0.0238141376345922	0	FALSE	4468	11027	12232
Parp14	1	0.1	0.1	0	1	0	4	5	0.3045501	0.6	0.6	0.982224225126433	0.0238141376345922	0	FALSE	4468	11028	12233
Ccdc150	1	0.125	0.1	2	1	0	6	1	0.30444875	0.875	-0.875	0.44326773822042	0.0238141376345922	0	FALSE	4468	11029	12234
Sptbn4	1	0.111	0.1	1	0	0	4	5	0.304207777777778	0.555555555555556	-0.555555555555556	0.732311852185669	0.0238141376345922	0	FALSE	4468	11030	12235
Tmem269	1	0.1	0.1	0	1	0	2	7	0.304031	0.8	0.8	0.381302889189325	0.0238141376345922	0	FALSE	4468	11031	12236
Hoxb1	1	0.333	0.1	7	0	1	2	0	0.303423333333333	1	1	0.834735366281108	0.0238141376345922	0	FALSE	4468	11032	12237
Cyba	1	0.1	0.1	0	1	0	5	4	0.303137	0.6	-0.6	0.928070702518652	0.0238141376345922	0	FALSE	4468	11033	12238
Rbm11	1	0.125	0.1	2	1	0	4	3	0.3027225	0.625	-0.625	0.489109208352111	0.0238141376345922	0	FALSE	4468	11034	12239
Rmi2	1	0.1	0.1	0	0	1	7	2	0.302435	0.8	0.8	0.735391317410245	0.0238141376345922	0	FALSE	4468	11035	12240
Dync1i1	1	0.125	0.1	2	1	0	1	6	0.302265	0.875	0.875	0.842221220770117	0.0238141376345922	0	FALSE	4468	11036	12241
D2hgdh	1	0.1	0.1	0	0	1	3	6	0.3019154	0.7	-0.7	0.502478593961244	0.0238141376345922	0	FALSE	4468	11038	12242
Spata1	1	0.1	0.1	0	1	0	5	4	0.30153	0.6	-0.6	0.421235791898252	0.0238141376345922	0	FALSE	4468	11039	12243
Osbpl6	1	0.1	0.1	0	1	0	7	2	0.301182	0.8	-0.8	0.805217565469931	0.0238141376345922	0	FALSE	4468	11041	12244
H2-Q4	1	0.111	0.1	1	0	0	6	3	0.301078888888889	0.666666666666667	0.666666666666667	0.89675028791748	0.0238141376345922	0	FALSE	4468	11042	12245
Pawr	1	0.111	0.1	1	0	0	5	4	0.301008888888889	0.555555555555556	0.555555555555556	0.56634620199289	0.0238141376345922	0	FALSE	4468	11043	12246
Flywch2	1	0.111	0.1	1	0	1	6	2	0.300981111111111	0.777777777777778	0.777777777777778	0.705923589204346	0.0238141376345922	0	FALSE	4468	11044	12247
Rrp12	1	0.1	0.1	0	0	1	5	4	0.300966	0.6	0.6	0.498898402683892	0.0238141376345922	0	FALSE	4468	11045	12248
Rab3il1	1	0.111	0.1	1	0	0	4	5	0.299681111111111	0.555555555555556	-0.555555555555556	0.806294126483401	0.0238141376345922	0	FALSE	4468	11046	12249
Themis2	1	0.111	0.1	1	0	0	4	5	0.299532222222222	0.555555555555556	-0.555555555555556	0.880601872715437	0.0238141376345922	0	FALSE	4468	11048	12250
Fam229b	1	0.1	0.1	0	0	1	4	5	0.299256	0.6	-0.6	0.40080616894497	0.0238141376345922	0	FALSE	4468	11049	12251
Krtcap3	1	0.143	0.1	3	0	1	4	2	0.298774285714286	0.714285714285714	0.714285714285714	0.489910370036553	0.0238141376345922	0	FALSE	4468	11050	12252
Zfp354c	1	0.111	0.1	1	0	0	5	4	0.298677666666667	0.555555555555556	0.555555555555556	0.351384507535927	0.0238141376345922	0	FALSE	4468	11051	12253
Itga11	1	0.143	0.1	3	1	0	4	2	0.298568571428571	0.714285714285714	-0.714285714285714	0.857268038656051	0.0238141376345922	0	FALSE	4468	11052	12254
Ank1	1	0.1	0.1	0	1	0	4	5	0.298144	0.6	0.6	0.892444043863602	0.0238141376345922	0	FALSE	4468	11053	12255
Tpm2	1	0.111	0.1	1	1	0	3	5	0.297506666666667	0.666666666666667	0.666666666666667	0.952781533223174	0.0238141376345922	0	FALSE	4468	11054	12256
Kcna3	1	0.1	0.1	0	0	1	5	4	0.2974428	0.6	0.6	0.78754193580692	0.0238141376345922	0	FALSE	4468	11055	12257
Bcl3	1	0.111	0.1	1	0	1	2	6	0.29698	0.777777777777778	-0.777777777777778	0.974763406940063	0.0238141376345922	0	FALSE	4468	11056	12258
Ambp	0	0	0	7	0	1	1	1	0.177313333333333	0.666666666666667	-0.666666666666667	0.85003254719343	0.14037498635947	0	FALSE	3067	16111	12259
Il2rg	1	0.1	0.1	0	0	1	0	9	0.2959	1	-1	0.934354814480997	0.0238141376345922	0	FALSE	4468	11061	12260
Fzd4	1	0.1	0.1	0	1	0	6	3	0.295769	0.7	-0.7	0.767963547143358	0.0238141376345922	0	FALSE	4468	11062	12261
Cish	1	0.1	0.1	0	0	1	4	5	0.2956838	0.6	-0.6	0.988383155575585	0.0238141376345922	0	FALSE	4468	11063	12262
Ccp110	1	0.1	0.1	0	0	1	6	3	0.225016	0.7	0.7	0.496019227880427	0.111778341758652	0	FALSE	4278	11556	12263
Rln1	1	0.143	0.1	3	1	0	2	4	0.295617142857143	0.714285714285714	0.714285714285714	0.474337789795203	0.0238141376345922	0	FALSE	4468	11065	12264
Abca1	1	0.1	0.1	0	0	1	6	3	0.295357	0.7	0.7	0.956036252566221	0.0238141376345922	0	FALSE	4468	11066	12265
Ccdc9b	1	0.111	0.1	1	0	1	4	4	0.294924444444444	0.555555555555556	-0.555555555555556	0.400480697010665	0.0238141376345922	0	FALSE	4468	11068	12266
Srd5a1	1	0.111	0.1	1	0	0	7	2	0.294885555555556	0.777777777777778	0.777777777777778	0.655175003755445	0.0238141376345922	0	FALSE	4468	11069	12267
Krtap17-1	1	0.333	0.1	7	0	1	0	2	0.294753333333333	1	-1	0.736492914726353	0.0238141376345922	0	FALSE	4468	11070	12268
Use1	1	0.1	0.1	0	0	1	5	4	0.1163501	0.6	0.6	0.309098192378949	0.122470746825709	0	FALSE	3791	13050	12269
Grin2a	1	0.125	0.1	2	0	1	6	1	0.29447325	0.875	0.875	0.805918581943818	0.0238141376345922	0	FALSE	4468	11073	12270
Ccdc13	0	0	0	0	1	0	4	5	0.2822277	0.6	0.6	0.541560262380452	0.136638059723356	0	FALSE	3194	15491	12271
Rel	1	0.1	0.1	0	1	0	7	2	0.29426925	0.8	-0.8	0.78178358619999	0.0238141376345922	0	FALSE	4468	11074	12272
Olfr935	1	1	0.1	9	0	1	0	0	0.294	1	-1	NA	0.0238141376345922	0	FALSE	4468	11077	12273
Slc1a5	1	0.1	0.1	0	0	1	6	3	0.293922	0.7	0.7	0.840368534374843	0.0238141376345922	0	FALSE	4468	11078	12274
Tex30	1	0.1	0.1	0	0	1	4	5	0.293811	0.6	-0.6	0.45370787642081	0.0238141376345922	0	FALSE	4468	11079	12275
Sstr1	1	0.143	0.1	3	0	1	3	3	0.293731428571429	0.571428571428571	-0.571428571428571	0.811326423313805	0.0238141376345922	0	FALSE	4468	11080	12276
Stard8	1	0.1	0.1	0	1	0	5	4	0.2937163	0.6	-0.6	0.791572780531771	0.0238141376345922	0	FALSE	4468	11081	12277
Suv39h1	1	0.1	0.1	0	1	0	7	2	0.293357	0.8	-0.8	0.32637324119974	0.0238141376345922	0	FALSE	4468	11082	12278
Hfe	1	0.1	0.1	0	0	1	5	4	0.293309	0.6	0.6	0.765409844274198	0.0238141376345922	0	FALSE	4468	11083	12279
Zfp52	1	0.1	0.1	0	0	1	3	6	0.293108	0.7	-0.7	0.720845225577087	0.0238141376345922	0	FALSE	4468	11084	12280
Cd53	1	0.1	0.1	0	0	1	4	5	0.2927801	0.6	-0.6	0.974638225426869	0.0238141376345922	0	FALSE	4468	11085	12281
Amn1	1	0.1	0.1	0	0	1	3	6	0.292504	0.7	-0.7	0.134745380802163	0.0238141376345922	0	FALSE	4468	11088	12282
Bbx	1	0.1	0.1	0	1	0	3	6	0.291733	0.7	0.7	0.459566371238296	0.0238141376345922	0	FALSE	4468	11090	12283
Zfp456	1	0.111	0.1	1	0	1	4	4	0.291689888888889	0.555555555555556	-0.555555555555556	0.249737118822292	0.0238141376345922	0	FALSE	4468	11091	12284
Rasgrp4	1	0.111	0.1	1	0	0	4	5	0.291544444444444	0.555555555555556	-0.555555555555556	0.553928195884032	0.0238141376345922	0	FALSE	4468	11092	12285
Tmem141	1	0.1	0.1	0	0	1	7	2	0.291477	0.8	0.8	0.567147363677332	0.0238141376345922	0	FALSE	4468	11093	12286
Elavl2	1	0.125	0.1	2	0	1	3	4	0.29132025	0.625	-0.625	0.904661759551349	0.0238141376345922	0	FALSE	4468	11094	12287
Bach2	1	0.1	0.1	0	1	0	5	4	0.291108	0.6	-0.6	0.913875118922438	0.0238141376345922	0	FALSE	4468	11095	12288
Olfr1122	1	1	0.1	9	1	0	0	0	0.2911	1	1	0.0145210555305193	0.0238141376345922	0	FALSE	4468	11096	12289
Cfap43	1	0.1	0.1	0	0	1	4	5	0.290909	0.6	-0.6	0.604776926543488	0.0238141376345922	0	FALSE	4468	11097	12290
Foxa1	1	0.25	0.1	6	0	1	0	3	0.290835	1	-1	0.934254669270442	0.0238141376345922	0	FALSE	4468	11099	12291
Enpp7	1	1	0.1	9	0	1	0	0	0.09736	1	-1	0.104877071754043	0.123508603464988	0	FALSE	3739	13266	12292
Sbp	1	1	0.1	9	0	1	0	0	0.2904	1	-1	0.0526763807520905	0.0238141376345922	0	FALSE	4468	11103	12293
Adcy8	1	0.125	0.1	2	0	1	2	5	0.29006875	0.75	-0.75	0.841269841269841	0.0238141376345922	0	FALSE	4468	11104	12294
Slc39a8	1	0.111	0.1	1	1	0	4	4	0.289878888888889	0.555555555555556	0.555555555555556	0.975664713835061	0.0238141376345922	0	FALSE	4468	11105	12295
Osgin1	1	0.111	0.1	1	0	1	2	6	0.28963	0.777777777777778	-0.777777777777778	0.803640278403685	0.0238141376345922	0	FALSE	4468	11106	12296
Dll4	1	0.1	0.1	0	0	1	5	4	0.289191	0.6	0.6	0.85003254719343	0.0238141376345922	0	FALSE	4468	11110	12297
Fabp1	1	0.5	0.1	8	1	0	1	0	0.288525	1	-1	0.985604125982675	0.0238141376345922	0	FALSE	4468	11112	12298
AB124611	1	0.1	0.1	0	1	0	3	6	0.288375	0.7	0.7	0.89291973361374	0.0238141376345922	0	FALSE	4468	11114	12299
Ppih	1	0.1	0.1	0	0	1	6	3	0.2883001	0.7	0.7	0.465124430424115	0.0238141376345922	0	FALSE	4468	11115	12300
Gucy2d	0	0	0	8	0	1	1	0	0.313455	1	1	NA	0.135450213724373	0	FALSE	3236	15347	12301
Map3k21	1	0.143	0.1	3	1	0	4	2	0.288026857142857	0.714285714285714	-0.714285714285714	0.610785639176806	0.0238141376345922	0	FALSE	4468	11117	12302
Exosc3	1	0.1	0.1	0	0	1	4	5	0.200479	0.6	-0.6	0.170872765509989	0.113874879612255	0	FALSE	4207	11807	12303
Npr2	1	0.1	0.1	0	1	0	3	6	0.287944	0.7	0.7	0.680812177657603	0.0238141376345922	0	FALSE	4468	11118	12304
Aga	1	0.1	0.1	0	0	1	3	6	0.2879023	0.7	-0.7	0.436808372139602	0.0238141376345922	0	FALSE	4468	11119	12305
L3hypdh	1	0.1	0.1	0	0	1	3	6	0.287645	0.7	-0.7	0.606329177307095	0.0238141376345922	0	FALSE	4468	11120	12306
Kcnk9	1	0.143	0.1	3	0	1	5	1	0.287635714285714	0.857142857142857	0.857142857142857	0.876721245806419	0.0238141376345922	0	FALSE	4468	11121	12307
Hoxd8	1	0.2	0.1	5	1	0	2	2	0.287548	0.6	0.6	0.852861649391618	0.0238141376345922	0	FALSE	4468	11122	12308
Dpf3	1	0.1	0.1	0	0	1	6	3	0.287373	0.7	0.7	0.708502328376145	0.0238141376345922	0	FALSE	4468	11123	12309
Ifi35	1	0.1	0.1	0	1	0	2	7	0.287337	0.8	0.8	0.927945521005458	0.0238141376345922	0	FALSE	4468	11124	12310
Sh2d5	1	0.1	0.1	0	0	1	6	3	0.286891	0.7	0.7	0.805317710680487	0.0238141376345922	0	FALSE	4468	11126	12311
Capza1	1	0.111	0.1	1	0	0	3	6	0.2867	0.666666666666667	-0.666666666666667	0.251965349757148	0.0238141376345922	0	FALSE	4468	11128	12312
Ahnak	0	0	0	0	1	0	3	6	0.183069	0.7	0.7	0.973211156176456	0.139612795850705	0	FALSE	3094	16070	12313
Hcst	1	0.2	0.1	5	0	1	1	3	0.2865	0.8	-0.8	0.782159130739572	0.0238141376345922	0	FALSE	4468	11129	12314
Pcolce2	1	0.125	0.1	2	1	0	2	5	0.28643875	0.75	0.75	0.924440438636022	0.0238141376345922	0	FALSE	4468	11130	12315
Pir	1	0.111	0.1	1	0	1	4	4	0.286061111111111	0.555555555555556	-0.555555555555556	0.611787091282359	0.0238141376345922	0	FALSE	4468	11131	12316
Olfr330	1	1	0.1	9	1	0	0	0	0.2859	1	1	NA	0.0238141376345922	0	FALSE	4468	11132	12317
Oxct2a	0	0	0	4	0	0	0	6	0.947233333333333	1	-1	NA	0.125131662100788	0	FALSE	3661	13586	12318
Sdhaf3	1	0.111	0.1	1	0	0	5	4	0.285752222222222	0.555555555555556	0.555555555555556	0.232837614541085	0.0238141376345922	0	FALSE	4468	11133	12319
Hecw1	1	0.143	0.1	3	0	1	4	2	0.285642857142857	0.714285714285714	0.714285714285714	0.873341344950178	0.0238141376345922	0	FALSE	4468	11134	12320
Hoxb4	1	0.167	0.1	4	0	1	1	4	0.285286666666667	0.833333333333333	-0.833333333333333	0.909118221421061	0.0238141376345922	0	FALSE	4468	11135	12321
Pdlim1	1	0.1	0.1	0	0	1	1	8	0.285078	0.9	-0.9	0.808372139602423	0.0238141376345922	0	FALSE	4468	11136	12322
Rnf225	1	0.1	0.1	0	0	1	3	6	0.284878	0.7	-0.7	0.669696059285965	0.0238141376345922	0	FALSE	4468	11138	12323
Tube1	1	0.1	0.1	0	0	1	5	4	0.284724	0.6	0.6	0.70071603825547	0.0238141376345922	0	FALSE	4468	11140	12324
Pabpc5	1	0.125	0.1	2	1	0	4	3	0.2844465	0.625	-0.625	0.430524260177257	0.0238141376345922	0	FALSE	4468	11141	12325
Zfp939	1	0.111	0.1	1	0	1	2	6	0.284312222222222	0.777777777777778	-0.777777777777778	0.217239997997096	0.0238141376345922	0	FALSE	4468	11142	12326
Dgkg	1	0.1	0.1	0	1	0	4	5	0.28421632	0.6	0.6	0.905312703419959	0.0238141376345922	0	FALSE	4468	11143	12327
Bod1	1	0.1	0.1	0	0	1	4	5	0.10146	0.6	-0.6	0.132617295077863	0.123044651352627	0	FALSE	3765	13224	12328
Cracr2b	1	0.1	0.1	0	0	1	6	3	0.2840912	0.7	0.7	0.634369836262581	0.0238141376345922	0	FALSE	4468	11144	12329
Ifitm3	1	0.1	0.1	0	0	1	2	7	0.28386143	0.8	-0.8	0.992939762655851	0.0238141376345922	0	FALSE	4468	11145	12330
Hoxd3	1	0.2	0.1	5	0	1	1	3	0.283072	0.8	-0.8	0.593285263632267	0.0238141376345922	0	FALSE	4468	11147	12331
Krt10	1	0.1	0.1	0	0	1	7	2	0.2830374	0.8	0.8	0.516999649491763	0.0238141376345922	0	FALSE	4468	11148	12332
Dock5	1	0.1	0.1	0	0	1	2	7	0.282987	0.8	-0.8	0.783536127384708	0.0238141376345922	0	FALSE	4468	11149	12333
Cd248	1	0.125	0.1	2	1	0	3	4	0.28291025	0.625	0.625	0.771693956236543	0.0238141376345922	0	FALSE	4468	11150	12334
Tm6sf1	1	0.111	0.1	1	1	0	5	3	0.282885428888889	0.666666666666667	-0.666666666666667	0.833558660057083	0.0238141376345922	0	FALSE	4468	11151	12335
Grik2	1	0.125	0.1	2	1	0	2	5	0.282778625	0.75	0.75	0.824795954133494	0.0238141376345922	0	FALSE	4468	11152	12336
Fzd5	1	0.1	0.1	0	0	1	4	5	0.282668	0.6	-0.6	0.79500275399329	0.0238141376345922	0	FALSE	4468	11153	12337
Cldn16	1	0.333	0.1	7	1	0	1	1	0.2824	0.666666666666667	0.666666666666667	0.0673476540984427	0.0238141376345922	0	FALSE	4468	11154	12338
Cavin4	1	0.125	0.1	2	0	1	3	4	0.2814675	0.625	-0.625	0.673476540984427	0.0238141376345922	0	FALSE	4468	11156	12339
Aph1c	1	0.125	0.1	2	0	0	2	6	0.28143	0.75	-0.75	0.377872915727805	0.0238141376345922	0	FALSE	4468	11157	12340
Ptges	0	0	0	0	1	0	3	6	0.302517	0.7	0.7	0.901081568273997	0.135419372548425	0	FALSE	3237	15402	12341
