Symbol	Count_DE	Proportion_DE_measured	Proportion_DE_all	Count_NA	GoF_down	GoF_up	LoF_down	LoF_up	Avg_abs_FC	FC_purity	FC_signed_purity	Count_DE_mm	Count_DE_hg	Mean_bind	Proportion_binary	Curated_target	Rank_binding	Rank_perturbation	Rank_integrated
ANGPTL2_Angptl2	8	0.4	0.4	0	5	8	2	4	1.0144009	0.631578947368421	-0.631578947368421	2	6	0.191938013771638	0.696969696969697	FALSE	262	327	76
IRS1_Irs1	9	0.45	0.45	0	10	3	2	4	0.701267	0.736842105263158	0.736842105263158	3	6	0.151916788412631	0.515151515151515	FALSE	916	94	77
TUB_Tub	10	0.5	0.5	0	3	10	4	2	0.8046505	0.736842105263158	0.736842105263158	3	7	0.0623120753670393	0.393939393939394	FALSE	8631	10	78
TUBB4B_Tubb4b	6	0.3	0.3	0	8	5	1	5	0.35039655	0.684210526315789	0.684210526315789	2	4	0.266247433951167	0.787878787878788	FALSE	21	4226	79
ENAH_Enah	10	0.5	0.5	0	4	9	6	0	0.3340005	0.789473684210526	0.789473684210526	3	7	0.111057485811216	0.454545454545455	FALSE	2874	31	80
CDK2AP1_Cdk2ap1	9	0.474	0.45	1	5	7	2	4	0.345369842105263	0.611111111111111	-0.611111111111111	3	6	0.172972198015021	0.787878787878788	FALSE	478	194	81
HRH3_Hrh3	8	0.4	0.4	0	2	11	4	2	1.5829975	0.789473684210526	0.789473684210526	3	5	0.182135914305318	0.696969696969697	FALSE	363	258	82
EFHD2_Efhd2	9	0.45	0.45	0	5	8	1	5	0.665993	0.684210526315789	-0.684210526315789	3	6	0.151699016128686	0.848484848484849	FALSE	923	102	83
CCNE1_Ccne1	10	0.5	0.5	0	6	7	0	6	0.6817355	0.684210526315789	-0.684210526315789	4	6	0.0749997468595355	0.454545454545455	FALSE	6762	14	84
CBFA2T2_Cbfa2t2	9	0.45	0.45	0	2	11	4	2	0.830183	0.789473684210526	0.789473684210526	3	6	0.143487786434697	0.818181818181818	FALSE	1172	81	85
ITPR3_Itpr3	9	0.45	0.45	0	6	7	2	4	0.94038955	0.578947368421053	-0.578947368421053	4	5	0.138513779625095	0.818181818181818	FALSE	1347	71	86
STPG1_Stpg1	9	0.45	0.45	0	7	6	2	4	0.98311635	0.578947368421053	0.578947368421053	3	6	0.135458847241796	0.575757575757576	FALSE	1475	65	87
JUND_Jund	5	0.25	0.25	0	4	9	4	2	0.3618145	0.684210526315789	0.684210526315789	0	5	0.276384010953548	0.878787878787879	FALSE	14	6851	88
PGS1_Pgs1	7	0.35	0.35	0	3	10	3	3	0.295761	0.684210526315789	-0.684210526315789	3	4	0.245036912754886	0.909090909090909	FALSE	43	2235	89
ABHD11_Abhd11	7	0.35	0.35	0	4	9	2	4	0.27058335	0.684210526315789	-0.684210526315789	2	5	0.246615861821461	0.818181818181818	FALSE	42	2345	90
KIRREL2_Kirrel2	9	0.529	0.45	3	2	8	3	3	1.06415588235294	0.6875	-0.6875	5	4	0.131382676051572	0.575757575757576	FALSE	1643	60	91
INSM1_Insm1	7	0.35	0.35	0	2	11	5	1	2.048045	0.842105263157895	0.842105263157895	2	5	0.223888077461762	0.848484848484849	TRUE	98	1017	92
