Symbol	Count_DE	Proportion_DE_measured	Proportion_DE_all	Count_NA	GoF_down	GoF_up	LoF_down	LoF_up	Avg_abs_FC	FC_purity	FC_signed_purity	DE_prior_rank	Mean_bind	Proportion_binary	Bind_logFC	Bind_adj_Pval	Curated_target	Rank_binding	Rank_perturbation	Rank_integrated
UBXN4	0	0	0	0	0	1	0	2	0.125069333333333	1	-1	0.523396580689791	0.0153102656822754	0	-0.255234453873194	0.664176545128424	FALSE	12123	8143	12367
C9orf152	0	0	0	1	0	0	1	1	0.0520595	0.5	-0.5	0.81539677833778	0.0671906212800058	0.333333333333333	0.0474182417917526	0.953038922833925	FALSE	7216	13681	12368
GFM1	0	0	0	0	0	1	1	1	0.080859	0.666666666666667	-0.666666666666667	0.393195967981026	0.0531446039856606	0	0.0888418297267219	0.909288108212523	FALSE	8874	11125	12369
HPSE	0	0	0	1	0	0	2	0	0.07558	1	1	0.971785749579998	0.0554168407824996	0	-0.0288547648980182	0.978282017146823	FALSE	8539	11563	12370
LBHD1	0	NA	0	3	0	0	0	0	NA	NA	NA	NA	0.0874738002509964	0.333333333333333	-0.0203618303288895	0.986217132114171	FALSE	5468	18058	12371
PLPP3	0	0	0	2	0	0	0	1	0.0349	1	-1	0.962768060084989	0.0763461700912262	0	0.061945243577733	0.937839561592329	FALSE	6418	15387	12372
LOC102725191	0	0	0	2	0	0	1	0	0.04427	1	1	NA	0.0711650569182165	0.333333333333333	NA	NA	FALSE	6848	14422	12373
DOCK11	0	0	0	0	0	1	1	1	0.0869466666666667	0.666666666666667	-0.666666666666667	0.83782982508153	0.0507521610847799	0	-0.0451390656078672	0.957877039410917	FALSE	9279	10644	12374
MDN1	0	0	0	0	0	1	2	0	0.12503	1	1	0.448216226899891	0.0153102656822754	0	-0.164903936961654	0.881080538566794	FALSE	12123	8147	12375
ARSA	0	0	0	0	0	1	1	1	0.12503	0.666666666666667	-0.666666666666667	0.25768356556972	0.0153102656822754	0	-0.17075353461759	0.886207540936005	FALSE	12123	8147	12375
OR51B4	0	0	0	1	0	0	0	2	0.064249	1	-1	0.486411700760945	0.060334965402241	0.333333333333333	NA	NA	FALSE	7893	12514	12377
